axis,model,puzzle_index,rating_bucket,iteration,coordinate,correct_fraction,first_solve_progress,stable_solved_duration,remaining_incorrect_fraction
stable_plain,stable_plain,35,3-10,0,-2.479872465133667,0.12068965286016464,0.0,0.0,0.8793103694915771
stable_plain,stable_plain,35,3-10,1,-1.8877151012420654,0.3965517282485962,0.09090909361839294,0.0,0.6034482717514038
stable_plain,stable_plain,35,3-10,2,-1.6304997205734253,0.568965494632721,0.1818181872367859,0.0,0.43103450536727905
stable_plain,stable_plain,35,3-10,4,-1.4995651245117188,0.5344827771186829,0.3636363744735718,0.0,0.46551722288131714
stable_plain,stable_plain,35,3-10,8,-1.1784019470214844,0.6896551847457886,0.7272727489471436,0.0,0.3103448152542114
stable_plain,stable_plain,35,3-10,12,-0.26439109444618225,1.0,1.0,0.158451646566391,0.0
stable_plain,stable_plain,35,3-10,16,0.14456121623516083,1.0,1.0,0.28065648674964905,0.0
stable_plain,stable_plain,35,3-10,24,0.2835807204246521,1.0,1.0,0.39057910442352295,0.0
stable_plain,stable_plain,35,3-10,32,0.3370837867259979,1.0,1.0,0.4522289037704468,0.0
stable_plain,stable_plain,35,3-10,48,0.40690284967422485,1.0,1.0,0.5283914804458618,0.0
stable_plain,stable_plain,35,3-10,64,0.4623238444328308,1.0,1.0,0.5779733061790466,0.0
stable_plain,stable_plain,35,3-10,96,0.5453994870185852,1.0,1.0,0.6441130042076111,0.0
stable_plain,stable_plain,35,3-10,128,0.6025036573410034,1.0,1.0,0.6892877221107483,0.0
stable_plain,stable_plain,35,3-10,192,0.6725735068321228,1.0,1.0,0.7513584494590759,0.0
stable_plain,stable_plain,35,3-10,256,0.7134938836097717,1.0,1.0,0.7946130633354187,0.0
stable_plain,stable_plain,35,3-10,384,0.7650741934776306,1.0,1.0,0.8548340797424316,0.0
stable_plain,stable_plain,35,3-10,512,0.8031498193740845,1.0,1.0,0.8971889019012451,0.0
stable_plain,stable_plain,35,3-10,768,0.8562953472137451,1.0,1.0,0.9565263390541077,0.0
stable_plain,stable_plain,35,3-10,1024,0.8896329998970032,1.0,1.0,0.9984452724456787,0.0
stable_plain,stable_plain,36,11-50,0,-2.479871988296509,0.145454540848732,0.0,0.0,0.8545454740524292
stable_plain,stable_plain,36,11-50,1,-1.651827096939087,0.4363636374473572,0.20000000298023224,0.0,0.5636363625526428
stable_plain,stable_plain,36,11-50,2,-0.9604325890541077,0.6909090876579285,0.4000000059604645,0.0,0.30909091234207153
stable_plain,stable_plain,36,11-50,4,-0.41412773728370667,0.9636363387107849,0.800000011920929,0.0,0.03636366128921509
stable_plain,stable_plain,36,11-50,8,0.1795188933610916,1.0,1.0,0.23212747275829315,0.0
stable_plain,stable_plain,36,11-50,12,0.19682016968727112,1.0,1.0,0.316903293132782,0.0
stable_plain,stable_plain,36,11-50,16,0.27090129256248474,1.0,1.0,0.3699398338794708,0.0
stable_plain,stable_plain,36,11-50,24,0.35882946848869324,1.0,1.0,0.43910813331604004,0.0
stable_plain,stable_plain,36,11-50,32,0.40941062569618225,1.0,1.0,0.4856613576412201,0.0
stable_plain,stable_plain,36,11-50,48,0.4766561985015869,1.0,1.0,0.5490307807922363,0.0
stable_plain,stable_plain,36,11-50,64,0.5256028771400452,1.0,1.0,0.5929068326950073,0.0
stable_plain,stable_plain,36,11-50,96,0.5954832434654236,1.0,1.0,0.6537318229675293,0.0
stable_plain,stable_plain,36,11-50,128,0.6447157859802246,1.0,1.0,0.6963824033737183,0.0
stable_plain,stable_plain,36,11-50,192,0.7068806290626526,1.0,1.0,0.756011426448822,0.0
stable_plain,stable_plain,36,11-50,256,0.7454513907432556,1.0,1.0,0.7980747222900391,0.0
stable_plain,stable_plain,36,11-50,384,0.8014432787895203,1.0,1.0,0.8571234345436096,0.0
stable_plain,stable_plain,36,11-50,512,0.8455991744995117,1.0,1.0,0.8988991379737854,0.0
stable_plain,stable_plain,36,11-50,768,0.9069741368293762,1.0,1.0,0.9576619863510132,0.0
stable_plain,stable_plain,36,11-50,1024,0.9431701302528381,1.0,1.0,0.9992954134941101,0.0
stable_plain,stable_plain,38,11-50,0,-2.479871988296509,0.09090909361839294,0.0,0.0,0.9090908765792847
stable_plain,stable_plain,38,11-50,1,-1.7645163536071777,0.5272727012634277,0.20000000298023224,0.0,0.47272729873657227
stable_plain,stable_plain,38,11-50,2,-1.3636449575424194,0.6363636255264282,0.4000000059604645,0.0,0.3636363744735718
stable_plain,stable_plain,38,11-50,4,-0.4940137267112732,0.8181818127632141,0.800000011920929,0.0,0.1818181872367859
stable_plain,stable_plain,38,11-50,8,0.12855343520641327,1.0,1.0,0.23212747275829315,0.0
stable_plain,stable_plain,38,11-50,12,0.1499108225107193,1.0,1.0,0.316903293132782,0.0
stable_plain,stable_plain,38,11-50,16,0.24410046637058258,1.0,1.0,0.3699398338794708,0.0
stable_plain,stable_plain,38,11-50,24,0.336997389793396,1.0,1.0,0.43910813331604004,0.0
stable_plain,stable_plain,38,11-50,32,0.3834696114063263,1.0,1.0,0.4856613576412201,0.0
stable_plain,stable_plain,38,11-50,48,0.45051056146621704,1.0,1.0,0.5490307807922363,0.0
stable_plain,stable_plain,38,11-50,64,0.5042237043380737,1.0,1.0,0.5929068326950073,0.0
stable_plain,stable_plain,38,11-50,96,0.5830377340316772,1.0,1.0,0.6537318229675293,0.0
stable_plain,stable_plain,38,11-50,128,0.6361008286476135,1.0,1.0,0.6963824033737183,0.0
