model,snapshot,target,probe_type,selected_alpha,validation_score,final_score,final_secondary_score,label_shuffle_mean,label_shuffle_max,random_subspace_rank,random_subspace_mean,random_subspace_max
late_state_ce,16,hard_unique_conflicts,numeric,100.0,0.45370246159647865,0.4028690968022953,0.2848500267750309,-0.03306468837489998,0.018752383600533773,1,0.00618548703100729,0.19499005278941228
late_state_ce,16,row_candidate_count,numeric,100.0,0.4633356109616362,0.423927531891762,0.3199030197217214,-0.029649952592201732,0.03318418958551239,1,0.026327529722445862,0.10928319758554372
late_state_ce,16,column_candidate_count,numeric,100.0,0.41721814099225185,0.5078550017179284,0.39763653153566325,-0.045923056195770334,0.03347662389782313,1,0.025276797415488092,0.12336798491311496
late_state_ce,16,box_candidate_count,numeric,100.0,0.45597371334458414,0.42468063884039864,0.3256401443501784,-0.05432145555759515,0.012072348780253317,1,0.0157885111543764,0.10951942946856918
late_state_ce,16,joint_candidate_count,numeric,100.0,0.2662088752170425,0.25350207019299054,0.126403126458145,-0.021955437210336756,0.027521830497219346,1,0.015549908321309508,0.08701977769885283
late_state_ce,16,static_joint_candidate_count,numeric,1.0,0.4385117398887647,0.4818614184602057,0.2642475079404586,-0.14939435965245346,-0.03155367474375459,1,-0.0037096301563857292,0.00024052957563380772
late_state_ce,16,hard_row_conflicts,categorical,0.01,0.5502194004349177,0.5397727272727273,0.9379432624113475,0.4998816287878788,0.5,1,0.5,0.5
late_state_ce,16,hard_column_conflicts,categorical,1.0,0.548938134810711,0.3577425451139766,0.9299645390070922,0.33325389259612326,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
late_state_ce,16,hard_box_conflicts,categorical,0.01,0.5569195727301288,0.34460793418219593,0.9095744680851063,0.3333131264144843,0.3333333333333333,1,0.3333333333333333,0.3333333333333333
late_state_ce,16,hard_unique_conflicts,categorical,0.01,0.3202323991797676,0.27466335931963143,0.8980496453900709,0.1999874497991968,0.2,3,0.2,0.2
late_state_ce,16,row_candidate_count,categorical,1.0,0.4926987280987716,0.3499590691147234,0.9122340425531915,0.24976702286282304,0.25,2,0.25,0.25
late_state_ce,16,column_candidate_count,categorical,0.01,0.5091265920070268,0.39568260575063563,0.9148936170212766,0.2497725281494498,0.2524271844660194,2,0.25,0.25
late_state_ce,16,box_candidate_count,categorical,0.01,0.33379299562226394,0.3660267259008533,0.8971631205673759,0.2498121386009449,0.2526179394965094,2,0.25,0.25
late_state_ce,16,joint_candidate_count,categorical,1.0,0.4506330763126414,0.43054376389731147,0.9148936170212766,0.33321078431372547,0.3333333333333333,2,0.3333333333333333,0.3333333333333333
late_state_ce,16,static_joint_candidate_count,categorical,0.01,0.27019959514759134,0.2162801502971317,0.41312056737588654,0.13792618397588174,0.15419155156295594,6,0.14434453529512564,0.1535558325689332
late_state_ce,16,target_candidate_legal,categorical,0.01,0.7756568144499179,0.8192461846770465,0.9406028368794326,0.499311122244489,0.5,1,0.5,0.5
late_state_ce,128,expected_row_conflicts,numeric,0.01,-0.051745080524032705,0.2713538118456804,0.0376021287241477,-0.13403870314010635,-0.0905064153715085,1,0.01657317334487294,0.06165335147829143
late_state_ce,128,expected_column_conflicts,numeric,0.01,-0.051525294226205,0.2606878760521203,0.0361881621978013,-0.14668734754237972,-0.045557877426686266,1,0.008424998245572829,0.06292610545973298
late_state_ce,128,expected_box_conflicts,numeric,0.01,-0.051585350655381834,0.2487097136743116,0.015698888784353104,-0.16717911763208423,0.010110619686968247,1,0.009010027120279984,0.0338323858401377
late_state_ce,128,expected_unique_conflicts,numeric,0.01,-0.05138384297634446,0.28987703515006413,0.05864965168979386,-0.15297487356582262,-0.05737452538311216,1,0.006198624553110169,0.03938717134438341
late_state_ce,128,hard_row_conflicts,numeric,0.01,-0.025617566331198383,,,,,1,,
late_state_ce,128,hard_column_conflicts,numeric,0.01,-0.02100187516742591,,,,,1,,
late_state_ce,128,hard_box_conflicts,numeric,0.01,-0.025617566331198383,,,,,1,,
late_state_ce,128,hard_unique_conflicts,numeric,0.01,-0.02991757139714535,,,,,1,,
late_state_ce,128,row_candidate_count,numeric,0.01,-0.034543325526931845,,,,,1,,
late_state_ce,128,column_candidate_count,numeric,0.01,-0.035366053265368125,,,,,1,,
late_state_ce,128,box_candidate_count,numeric,0.01,-0.03986486486486496,,,,,1,,
late_state_ce,128,joint_candidate_count,numeric,0.01,-0.00373595158700768,,,,,1,,
late_state_ce,128,static_joint_candidate_count,numeric,100.0,0.027886670832644733,0.04381639898939571,-0.001761073351736142,-0.03659579166595786,-0.0030329131538950893,1,-0.004618395270310868,-0.0036603871222105067
late_state_ce,128,hard_row_conflicts,categorical,0.01,0.5,1.0,1.0,1.0,1.0,1,1.0,1.0
late_state_ce,128,hard_column_conflicts,categorical,0.01,0.3333333333333333,1.0,1.0,1.0,1.0,1,1.0,1.0
late_state_ce,128,hard_box_conflicts,categorical,0.01,0.5,1.0,1.0,1.0,1.0,1,1.0,1.0
